ID,Num_Atoms,Tag,GDB_Index,A,B,C,Dipole,Alpha,HOMO,LUMO,Gap,R^2,ZPVE,U0,U298,H298,G298,Cv,SMILES,InChI,canonical_smiles,split
dsgdb9nsd_048787,16,gdb,48787,3.69906,1.38469,1.22253,2.181,68.86,-0.2382,-0.0483,0.1899,1019.0952,0.124204,-437.842986,-437.83574,-437.834796,-437.874844,27.811,O=CC12OC1CN1CC21,"InChI=1S/C6H7NO2/c8-3-6-4-1-7(4)2-5(6)9-6/h3-5H,1-2H2	InChI=1S/C6H7NO2/c8-3-6-4-1-7(4)2-5(6)9-6/h3-5H,1-2H2/t4-,5-,6+,7?/m0/s1",O=CC12OC1CN1CC12,train
dsgdb9nsd_048788,19,gdb,48788,2.71383,1.44466,1.14604,2.9897,81.46,-0.2433,-0.0239,0.2194,1121.2722,0.15867,-385.859146,-385.850952,-385.850008,-385.891821,31.743,O=CC12CC1CC21CC1,"InChI=1S/C8H10O/c9-5-8-4-6(8)3-7(8)1-2-7/h5-6H,1-4H2	InChI=1S/C8H10O/c9-5-8-4-6(8)3-7(8)1-2-7/h5-6H,1-4H2/t6-,8-/m1/s1",O=CC12CC1CC21CC1,train
dsgdb9nsd_048790,17,gdb,48790,2.72033,1.49785,1.15643,3.2521,74.15,-0.2454,-0.0295,0.2158,1074.5883,0.134705,-421.784067,-421.776126,-421.775182,-421.816631,30.073,O=CC12CC1CC21CO1,"InChI=1S/C7H8O2/c8-3-6-1-5(6)2-7(6)4-9-7/h3,5H,1-2,4H2	InChI=1S/C7H8O2/c8-3-6-1-5(6)2-7(6)4-9-7/h3,5H,1-2,4H2/t5-,6+,7+/m0/s1",O=CC12CC1CC21CO1,test
dsgdb9nsd_048792,18,gdb,48792,2.76695,1.46463,1.15222,3.8193,77.53,-0.2388,-0.041,0.1978,1098.9636,0.14683,-401.890865,-401.882763,-401.881818,-401.923575,30.917,O=CC12CN1CC21CC1,"InChI=1S/C7H9NO/c9-5-7-4-8(7)3-6(7)1-2-6/h5H,1-4H2	InChI=1S/C7H9NO/c9-5-7-4-8(7)3-6(7)1-2-6/h5H,1-4H2/t7-,8?/m0/s1",O=CC12CN1CC21CC1,train
dsgdb9nsd_048795,18,gdb,48795,2.82012,1.44682,1.1492,2.7085,78.55,-0.2375,-0.0352,0.2024,1100.3789,0.147414,-401.897574,-401.889598,-401.888654,-401.929991,30.825,O=CC12NC1CC21CC1,"InChI=1S/C7H9NO/c9-4-7-5(8-7)3-6(7)1-2-6/h4-5,8H,1-3H2	InChI=1S/C7H9NO/c9-4-7-5(8-7)3-6(7)1-2-6/h4-5,8H,1-3H2/t5-,7-/m0/s1",O=CC12NC1CC21CC1,train
dsgdb9nsd_048797,16,gdb,48797,2.84649,1.4864,1.15731,2.0756,71.13,-0.2485,-0.0415,0.207,1055.651,0.123347,-437.821552,-437.813796,-437.812852,-437.85392,29.209,O=CC12NC1CC21CO1,"InChI=1S/C6H7NO2/c8-2-6-4(7-6)1-5(6)3-9-5/h2,4,7H,1,3H2	InChI=1S/C6H7NO2/c8-2-6-4(7-6)1-5(6)3-9-5/h2,4,7H,1,3H2/t4-,5+,6-/m0/s1",O=CC12NC1CC21CO1,train
dsgdb9nsd_048798,17,gdb,48798,2.77078,1.46796,1.14718,3.953,74.28,-0.2563,-0.0421,0.2142,1087.8244,0.134153,-421.773089,-421.765062,-421.764117,-421.805817,30.32,O=CC12OC1CC21CC1,"InChI=1S/C7H8O2/c8-4-7-5(9-7)3-6(7)1-2-6/h4-5H,1-3H2	InChI=1S/C7H8O2/c8-4-7-5(9-7)3-6(7)1-2-6/h4-5H,1-3H2/t5-,7-/m0/s1",O=CC12OC1CC21CC1,test
dsgdb9nsd_048800,15,gdb,48800,2.79098,1.50793,1.15479,3.1517,66.89,-0.2569,-0.0486,0.2083,1043.7747,0.110112,-457.696001,-457.688209,-457.687265,-457.728635,28.694,O=CC12OC1CC21CO1,"InChI=1S/C6H6O3/c7-2-6-4(9-6)1-5(6)3-8-5/h2,4H,1,3H2	InChI=1S/C6H6O3/c7-2-6-4(9-6)1-5(6)3-8-5/h2,4H,1,3H2/t4-,5+,6-/m0/s1",O=CC12OC1CC21CO1,test
dsgdb9nsd_048802,16,gdb,48802,2.22146,1.5251,1.14723,5.1109,74.98,-0.2645,-0.0388,0.2257,1093.8719,0.124203,-400.748419,-400.740397,-400.739453,-400.781367,29.555,O=CC12CC1CC2C#N,"InChI=1S/C7H7NO/c8-3-6-1-5-2-7(5,6)4-9/h4-6H,1-2H2	InChI=1S/C7H7NO/c8-3-6-1-5-2-7(5,6)4-9/h4-6H,1-2H2/t5-,6+,7-/m1/s1",N#CC1CC2CC12C=O,train
dsgdb9nsd_048803,15,gdb,48803,2.21493,1.55825,1.14497,5.3016,72.16,-0.2512,-0.0415,0.2097,1074.6073,0.112438,-416.77807,-416.770128,-416.769184,-416.810958,29.104,O=CC12CC1NC2C#N,"InChI=1S/C6H6N2O/c7-2-5-6(3-9)1-4(6)8-5/h3-5,8H,1H2	InChI=1S/C6H6N2O/c7-2-5-6(3-9)1-4(6)8-5/h3-5,8H,1H2/t4-,5+,6-/m1/s1",N#CC1NC2CC12C=O,train
dsgdb9nsd_048809,15,gdb,48809,2.2402,1.54066,1.13738,5.9104,72.48,-0.2697,-0.0499,0.2198,1080.1297,0.112498,-416.783457,-416.775565,-416.774621,-416.816314,28.844,O=CC12NC1CC2C#N,"InChI=1S/C6H6N2O/c7-2-4-1-5-6(4,3-9)8-5/h3-5,8H,1H2	InChI=1S/C6H6N2O/c7-2-4-1-5-6(4,3-9)8-5/h3-5,8H,1H2/t4-,5-,6+/m0/s1",N#CC1CC2NC12C=O,train
dsgdb9nsd_048813,16,gdb,48813,3.09918,1.46641,1.18664,3.2786,70.73,-0.2592,-0.0295,0.2297,1037.916,0.124762,-437.887947,-437.880403,-437.879459,-437.920316,28.304,O=CC12CC1CN=CO2,"InChI=1S/C6H7NO2/c8-3-6-1-5(6)2-7-4-9-6/h3-5H,1-2H2	InChI=1S/C6H7NO2/c8-3-6-1-5(6)2-7-4-9-6/h3-5H,1-2H2/t5-,6+/m0/s1",O=CC12CC1CN=CO2,train
dsgdb9nsd_048815,18,gdb,48815,3.09712,1.37297,1.11927,3.2038,77.55,-0.2423,-0.0233,0.219,1108.3606,0.149025,-401.953884,-401.94609,-401.945146,-401.986277,30.029,O=CC12CC=CCC1N2,"InChI=1S/C7H9NO/c9-5-7-4-2-1-3-6(7)8-7/h1-2,5-6,8H,3-4H2	InChI=1S/C7H9NO/c9-5-7-4-2-1-3-6(7)8-7/h1-2,5-6,8H,3-4H2/t6-,7-/m1/s1",O=CC12CC=CCC1N2,test
dsgdb9nsd_048818,15,gdb,48818,2.70826,1.64459,1.15389,5.3116,67.87,-0.243,-0.0478,0.1951,1026.3814,0.112487,-453.939687,-453.931682,-453.930738,-453.972638,29.036,N=C1NCC2OC12C=O,"InChI=1S/C5H6N2O2/c6-4-5(2-8)3(9-5)1-7-4/h2-3H,1H2,(H2,6,7)	InChI=1S/C5H6N2O2/c6-4-5(2-8)3(9-5)1-7-4/h2-3H,1H2,(H2,6,7)/t3-,5-/m1/s1",N=C1NCC2OC12C=O,test
dsgdb9nsd_048819,16,gdb,48819,2.68952,1.61037,1.16237,3.3368,70.93,-0.2581,-0.0348,0.2233,1038.0693,0.125011,-437.904915,-437.897209,-437.896265,-437.937335,28.753,N=C1OCC2CC12C=O,"InChI=1S/C6H7NO2/c7-5-6(3-8)1-4(6)2-9-5/h3-4,7H,1-2H2	InChI=1S/C6H7NO2/c7-5-6(3-8)1-4(6)2-9-5/h3-4,7H,1-2H2/t4-,6+/m1/s1",N=C1OCC2CC12C=O,test
dsgdb9nsd_048820,15,gdb,48820,2.78513,1.62727,1.15754,3.3191,67.96,-0.2632,-0.0502,0.213,1018.8095,0.11372,-453.942963,-453.935484,-453.93454,-453.975093,27.797,N=C1OCC2NC12C=O,"InChI=1S/C5H6N2O2/c6-4-5(2-8)3(7-5)1-9-4/h2-3,6-7H,1H2	InChI=1S/C5H6N2O2/c6-4-5(2-8)3(7-5)1-9-4/h2-3,6-7H,1H2/t3-,5-/m1/s1",N=C1OCC2NC12C=O,train
dsgdb9nsd_048822,17,gdb,48822,2.58315,1.58976,1.13301,3.6516,73.26,-0.244,-0.0319,0.2122,1073.7018,0.136098,-421.863625,-421.855704,-421.854759,-421.896228,29.822,O=CC12CC1CCC2=O,"InChI=1S/C7H8O2/c8-4-7-3-5(7)1-2-6(7)9/h4-5H,1-3H2	InChI=1S/C7H8O2/c8-4-7-3-5(7)1-2-6(7)9/h4-5H,1-3H2/t5-,7-/m1/s1",O=CC12CC1CCC2=O,test
dsgdb9nsd_048823,16,gdb,48823,2.6211,1.61846,1.15716,4.406,69.77,-0.249,-0.0324,0.2166,1041.0848,0.12535,-437.930916,-437.923101,-437.922156,-437.963421,29.083,O=CC12CC1CNC2=O,"InChI=1S/C6H7NO2/c8-3-6-1-4(6)2-7-5(6)9/h3-4H,1-2H2,(H,7,9)	InChI=1S/C6H7NO2/c8-3-6-1-4(6)2-7-5(6)9/h3-4H,1-2H2,(H,7,9)/t4-,6+/m0/s1",O=CC12CC1CNC2=O,test
dsgdb9nsd_048827,16,gdb,48827,2.57366,1.66662,1.18673,4.8263,70.06,-0.2428,-0.0359,0.2069,1033.2905,0.123673,-437.888874,-437.880955,-437.880011,-437.921855,29.205,O=CC12CN1CCC2=O,"InChI=1S/C6H7NO2/c8-4-6-3-7(6)2-1-5(6)9/h4H,1-3H2	InChI=1S/C6H7NO2/c8-4-6-3-7(6)2-1-5(6)9/h4H,1-3H2/t6-,7?/m0/s1",O=CC12CN1CCC2=O,train
dsgdb9nsd_048828,16,gdb,48828,2.67976,1.6048,1.13302,3.1402,70.24,-0.2461,-0.0463,0.1998,1051.9413,0.124738,-437.903499,-437.895773,-437.894829,-437.935869,28.916,O=CC12NC1CCC2=O,"InChI=1S/C6H7NO2/c8-3-6-4(7-6)1-2-5(6)9/h3-4,7H,1-2H2	InChI=1S/C6H7NO2/c8-3-6-4(7-6)1-2-5(6)9/h3-4,7H,1-2H2/t4-,6-/m0/s1",O=CC12NC1CCC2=O,train
dsgdb9nsd_048830,14,gdb,48830,2.80011,1.62487,1.15906,3.829,62.81,-0.2677,-0.0601,0.2077,1001.9223,0.101484,-473.842096,-473.834739,-473.833795,-473.874192,26.868,O=CC12NC1COC2=O,"InChI=1S/C5H5NO3/c7-2-5-3(6-5)1-9-4(5)8/h2-3,6H,1H2	InChI=1S/C5H5NO3/c7-2-5-3(6-5)1-9-4(5)8/h2-3,6H,1H2/t3-,5-/m0/s1",O=CC12NC1COC2=O,train
dsgdb9nsd_048832,14,gdb,48832,2.73081,1.63332,1.15062,4.8062,62.62,-0.2532,-0.0571,0.196,1011.3367,0.100617,-473.841975,-473.834269,-473.833325,-473.874636,27.79,O=CC12OC1CNC2=O,"InChI=1S/C5H5NO3/c7-2-5-3(9-5)1-6-4(5)8/h2-3H,1H2,(H,6,8)	InChI=1S/C5H5NO3/c7-2-5-3(9-5)1-6-4(5)8/h2-3H,1H2,(H,6,8)/t3-,5-/m0/s1",O=CC12OC1CNC2=O,train
dsgdb9nsd_048834,19,gdb,48834,2.75614,1.43637,1.13579,3.2815,82.22,-0.2385,-0.0136,0.2248,1125.2043,0.160544,-385.907046,-385.899121,-385.898176,-385.93954,30.877,O=CC12CC1CCC=C2,"InChI=1S/C8H10O/c9-6-8-4-2-1-3-7(8)5-8/h2,4,6-7H,1,3,5H2	InChI=1S/C8H10O/c9-6-8-4-2-1-3-7(8)5-8/h2,4,6-7H,1,3,5H2/t7-,8+/m1/s1",O=CC12C=CCCC1C2,test
dsgdb9nsd_048836,17,gdb,48836,2.91367,1.46629,1.15947,1.8734,75.3,-0.2461,-0.0221,0.224,1068.6889,0.135949,-421.820625,-421.812871,-421.811927,-421.852997,29.582,O=CC12CC1OCC=C2,"InChI=1S/C7H8O2/c8-5-7-2-1-3-9-6(7)4-7/h1-2,5-6H,3-4H2	InChI=1S/C7H8O2/c8-5-7-2-1-3-9-6(7)4-7/h1-2,5-6H,3-4H2/t6-,7+/m1/s1",O=CC12C=CCOC1C2,train
dsgdb9nsd_048837,18,gdb,48837,2.82572,1.48228,1.16669,3.188,78.46,-0.2299,-0.0224,0.2075,1086.9835,0.148286,-401.938929,-401.931074,-401.93013,-401.971414,30.206,O=CC12CN1CCC=C2,"InChI=1S/C7H9NO/c9-6-7-3-1-2-4-8(7)5-7/h1,3,6H,2,4-5H2	InChI=1S/C7H9NO/c9-6-7-3-1-2-4-8(7)5-7/h1,3,6H,2,4-5H2/t7-,8?/m0/s1",O=CC12C=CCCN1C2,train
dsgdb9nsd_048838,18,gdb,48838,2.84777,1.43537,1.13293,2.762,79.28,-0.2476,-0.0295,0.2181,1107.5408,0.148997,-401.947631,-401.93986,-401.938916,-401.980027,30.027,O=CC12NC1CCC=C2,"InChI=1S/C7H9NO/c9-5-7-4-2-1-3-6(7)8-7/h2,4-6,8H,1,3H2	InChI=1S/C7H9NO/c9-5-7-4-2-1-3-6(7)8-7/h2,4-6,8H,1,3H2/t6-,7-/m0/s1",O=CC12C=CCCC1N2,train
dsgdb9nsd_048839,17,gdb,48839,2.9514,1.4184,1.12049,3.1727,74.57,-0.2542,-0.0376,0.2166,1099.0597,0.136044,-421.829319,-421.821509,-421.820565,-421.861957,29.526,O=CC12OC1CCC=C2,"InChI=1S/C7H8O2/c8-5-7-4-2-1-3-6(7)9-7/h2,4-6H,1,3H2	InChI=1S/C7H8O2/c8-5-7-4-2-1-3-6(7)9-7/h2,4-6H,1,3H2/t6-,7-/m0/s1",O=CC12C=CCCC1O2,train
dsgdb9nsd_048841,19,gdb,48841,2.79555,1.40877,1.16151,4.2522,76.62,-0.2393,-0.0141,0.2252,1117.3225,0.159775,-423.025433,-423.017396,-423.016452,-423.05811,31.075,O=CC12CC1CCCO2,"InChI=1S/C7H10O2/c8-5-7-4-6(7)2-1-3-9-7/h5-6H,1-4H2	InChI=1S/C7H10O2/c8-5-7-4-6(7)2-1-3-9-7/h5-6H,1-4H2/t6-,7-/m1/s1",O=CC12CC1CCCO2,test
dsgdb9nsd_048842,19,gdb,48842,2.84402,1.37283,1.13811,3.0815,76.3,-0.2479,-0.0199,0.2281,1122.6389,0.160622,-423.032608,-423.024663,-423.023719,-423.065154,30.639,O=CC12CC1CCOC2,"InChI=1S/C7H10O2/c8-4-7-3-6(7)1-2-9-5-7/h4,6H,1-3,5H2	InChI=1S/C7H10O2/c8-4-7-3-6(7)1-2-9-5-7/h4,6H,1-3,5H2/t6-,7+/m1/s1",O=CC12COCCC1C2,train
dsgdb9nsd_048846,18,gdb,48846,2.95463,1.40357,1.14148,2.2573,73.46,-0.2192,-0.0189,0.2004,1094.6449,0.148044,-439.064908,-439.056898,-439.055954,-439.097525,30.775,O=CC12CC1OCCN2,"InChI=1S/C6H9NO2/c8-4-6-3-5(6)9-2-1-7-6/h4-5,7H,1-3H2	InChI=1S/C6H9NO2/c8-4-6-3-5(6)9-2-1-7-6/h4-5,7H,1-3H2/t5-,6-/m1/s1",O=CC12CC1OCCN2,train
dsgdb9nsd_048851,18,gdb,48851,3.06096,1.36099,1.10567,2.2456,72.48,-0.2493,-0.0271,0.2222,1107.57,0.149242,-439.07644,-439.068703,-439.067759,-439.108774,29.713,O=CC12CCOCC1N2,"InChI=1S/C6H9NO2/c8-4-6-1-2-9-3-5(6)7-6/h4-5,7H,1-3H2	InChI=1S/C6H9NO2/c8-4-6-1-2-9-3-5(6)7-6/h4-5,7H,1-3H2/t5-,6-/m1/s1",O=CC12CCOCC1N2,train
dsgdb9nsd_048852,17,gdb,48852,3.09372,1.33735,1.1205,1.8009,69.07,-0.2604,-0.0414,0.219,1096.9249,0.135986,-458.956692,-458.948914,-458.94797,-458.989173,29.323,O=CC12CCOCC1O2,"InChI=1S/C6H8O3/c7-4-6-1-2-8-3-5(6)9-6/h4-5H,1-3H2	InChI=1S/C6H8O3/c7-4-6-1-2-8-3-5(6)9-6/h4-5H,1-3H2/t5-,6-/m1/s1",O=CC12CCOCC1O2,train
dsgdb9nsd_048853,20,gdb,48853,2.77178,1.37479,1.13331,3.1988,79.42,-0.2321,-0.0211,0.211,1146.8368,0.172282,-403.146733,-403.138593,-403.137649,-403.17947,31.64,O=CC12CN1CCCC2,"InChI=1S/C7H11NO/c9-6-7-3-1-2-4-8(7)5-7/h6H,1-5H2	InChI=1S/C7H11NO/c9-6-7-3-1-2-4-8(7)5-7/h6H,1-5H2/t7-,8?/m0/s1",O=CC12CCCCN1C2,train
dsgdb9nsd_048860,15,gdb,48860,3.803,1.49292,1.23164,1.946,72.98,-0.2377,-0.0675,0.1702,974.2198,0.11162,-416.671269,-416.664122,-416.663177,-416.702887,27.445,O=CC12NC3=NCC1C23,"InChI=1S/C6H6N2O/c9-2-6-3-1-7-5(8-6)4(3)6/h2-4H,1H2,(H,7,8)	InChI=1S/C6H6N2O/c9-2-6-3-1-7-5(8-6)4(3)6/h2-4H,1H2,(H,7,8)/t3-,4-,6-/m1/s1",O=CC12NC3=NCC1C32,test
dsgdb9nsd_048861,14,gdb,48861,3.96741,1.47564,1.22862,1.8736,69.07,-0.2333,-0.0724,0.1609,963.344,0.098537,-436.549439,-436.542279,-436.541335,-436.581078,27.106,O=CC12OC3=NCC1C23,"InChI=1S/C6H5NO2/c8-2-6-3-1-7-5(9-6)4(3)6/h2-4H,1H2	InChI=1S/C6H5NO2/c8-2-6-3-1-7-5(9-6)4(3)6/h2-4H,1H2/t3-,4-,6-/m1/s1",O=CC12OC3=NCC1C32,train
dsgdb9nsd_048862,19,gdb,48862,3.6069,1.39321,1.36412,2.8626,77.94,-0.2473,-0.0199,0.2275,1010.6104,0.161785,-385.914992,-385.907963,-385.907018,-385.94652,28.669,O=CC12CC3C(C1)C3C2,"InChI=1S/C8H10O/c9-4-8-1-5-6(2-8)7(5)3-8/h4-7H,1-3H2	InChI=1S/C8H10O/c9-4-8-1-5-6(2-8)7(5)3-8/h4-7H,1-3H2/t5-,6+,7-,8-",O=CC12CC3C(C1)C3C2,train
dsgdb9nsd_048863,17,gdb,48863,3.73698,1.43889,1.41987,2.7261,70.43,-0.246,-0.0315,0.2145,958.7973,0.137059,-421.831732,-421.824718,-421.823774,-421.864547,27.48,O=CC12CC3C(C1)C3O2,"InChI=1S/C7H8O2/c8-3-7-1-4-5(2-7)6(4)9-7/h3-6H,1-2H2	InChI=1S/C7H8O2/c8-3-7-1-4-5(2-7)6(4)9-7/h3-6H,1-2H2/t4-,5+,6-,7+",O=CC12CC3C(C1)C3O2,train
dsgdb9nsd_048865,15,gdb,48865,3.9081,1.49445,1.45315,2.9961,62.61,-0.2556,-0.0481,0.2075,911.8011,0.11294,-457.748489,-457.741818,-457.740874,-457.780249,25.969,O=CC12CC3C(O1)C3O2,"InChI=1S/C6H6O3/c7-2-6-1-3-4(8-6)5(3)9-6/h2-5H,1H2	InChI=1S/C6H6O3/c7-2-6-1-3-4(8-6)5(3)9-6/h2-5H,1H2/t3-,4+,5-,6-",O=CC12CC3C(O1)C3O2,train
dsgdb9nsd_048868,14,gdb,48868,2.67498,1.71267,1.33353,3.7793,66.42,-0.2571,-0.0461,0.211,944.752,0.100164,-436.643632,-436.636426,-436.635482,-436.675789,26.609,O=CC12CC3C1N3C2=O,"InChI=1S/C6H5NO2/c8-2-6-1-3-4(6)7(3)5(6)9/h2-4H,1H2	InChI=1S/C6H5NO2/c8-2-6-1-3-4(6)7(3)5(6)9/h2-4H,1H2/t3-,4-,6-,7?/m1/s1",O=CC12CC3C1N3C2=O,test
dsgdb9nsd_048869,14,gdb,48869,2.75135,1.71889,1.26883,2.948,66.79,-0.2538,-0.0521,0.2017,954.9577,0.10011,-436.631775,-436.624583,-436.623639,-436.663877,26.64,O=CC12CN3C(C13)C2=O,"InChI=1S/C6H5NO2/c8-2-6-1-7-3(4(6)7)5(6)9/h2-4H,1H2	InChI=1S/C6H5NO2/c8-2-6-1-7-3(4(6)7)5(6)9/h2-4H,1H2/t3-,4+,6-,7?/m1/s1",O=CC12CN3C(C1=O)C32,train
dsgdb9nsd_048871,13,gdb,48871,2.64063,1.7946,1.35464,4.061,62.87,-0.2434,-0.0541,0.1893,919.0389,0.087071,-456.50519,-456.498051,-456.497106,-456.537249,26.373,O=CC12OC3C(C13)C2=O,"InChI=1S/C6H4O3/c7-1-6-3-2(5(6)8)4(3)9-6/h1-4H	InChI=1S/C6H4O3/c7-1-6-3-2(5(6)8)4(3)9-6/h1-4H/t2-,3+,4-,6-/m0/s1",O=CC12OC3C(C1=O)C32,train
dsgdb9nsd_048873,16,gdb,48873,3.44976,1.59462,1.34069,3.0167,72.42,-0.2267,-0.035,0.1918,951.4653,0.125004,-400.711297,-400.704372,-400.703428,-400.742739,27.259,O=CC12CC3C(C=C1)N23,"InChI=1S/C7H7NO/c9-4-7-2-1-5-6(3-7)8(5)7/h1-2,4-6H,3H2	InChI=1S/C7H7NO/c9-4-7-2-1-5-6(3-7)8(5)7/h1-2,4-6H,3H2/t5-,6+,7+,8?/m1/s1",O=CC12C=CC3C(C1)N32,train
dsgdb9nsd_048875,16,gdb,48875,3.50448,1.55528,1.30332,1.4016,73.12,-0.2418,-0.0357,0.2061,963.4498,0.124944,-400.703404,-400.696516,-400.695572,-400.734801,27.269,O=CC12CN3C(C=C1)C23,"InChI=1S/C7H7NO/c9-4-7-2-1-5-6(7)8(5)3-7/h1-2,4-6H,3H2	InChI=1S/C7H7NO/c9-4-7-2-1-5-6(7)8(5)3-7/h1-2,4-6H,3H2/t5-,6-,7-,8?/m0/s1",O=CC12C=CC3C1N3C2,train
dsgdb9nsd_048876,16,gdb,48876,3.31306,1.59235,1.41131,1.6455,72.92,-0.2263,-0.0412,0.1851,939.5052,0.12484,-400.694117,-400.687159,-400.686214,-400.725656,27.615,O=CC12NC3C(C=C1)C23,"InChI=1S/C7H7NO/c9-3-7-2-1-4-5(7)6(4)8-7/h1-6,8H	InChI=1S/C7H7NO/c9-3-7-2-1-4-5(7)6(4)8-7/h1-6,8H/t4-,5+,6-,7-/m0/s1",O=CC12C=CC3C(N1)C32,train
dsgdb9nsd_048877,15,gdb,48877,3.4372,1.61264,1.3657,2.941,69.28,-0.2407,-0.0445,0.1962,930.8568,0.112029,-420.580518,-420.573666,-420.572722,-420.612013,26.935,O=CC12OC3C(C=C1)C23,"InChI=1S/C7H6O2/c8-3-7-2-1-4-5(7)6(4)9-7/h1-6H	InChI=1S/C7H6O2/c8-3-7-2-1-4-5(7)6(4)9-7/h1-6H/t4-,5+,6-,7-/m0/s1",O=CC12C=CC3C(O1)C32,train
dsgdb9nsd_048878,19,gdb,48878,3.15564,1.51005,1.26602,2.828,78.66,-0.2463,-0.0225,0.2238,1034.9827,0.16092,-385.883942,-385.876585,-385.875641,-385.915805,29.381,O=CC12CC3C(CC1)C23,"InChI=1S/C8H10O/c9-4-8-2-1-5-6(3-8)7(5)8/h4-7H,1-3H2	InChI=1S/C8H10O/c9-4-8-2-1-5-6(3-8)7(5)8/h4-7H,1-3H2/t5-,6+,7-,8+/m1/s1",O=CC12CCC3C(C1)C32,train
dsgdb9nsd_048880,17,gdb,48880,3.30229,1.57983,1.32361,3.0517,71.57,-0.2531,-0.0322,0.2209,974.8495,0.13653,-421.803653,-421.796504,-421.79556,-421.835352,28.001,O=CC12CC3C(CO1)C23,"InChI=1S/C7H8O2/c8-3-7-1-4-5(2-9-7)6(4)7/h3-6H,1-2H2	InChI=1S/C7H8O2/c8-3-7-1-4-5(2-9-7)6(4)7/h3-6H,1-2H2/t4-,5+,6-,7+/m0/s1",O=CC12CC3C(CO1)C32,test
dsgdb9nsd_048885,17,gdb,48885,3.37871,1.55036,1.30238,2.8683,71.47,-0.2271,-0.0373,0.1898,980.0752,0.137741,-417.956905,-417.949785,-417.94884,-417.988597,27.89,O=CC12CN3C(CN1)C23,"InChI=1S/C6H8N2O/c9-3-6-2-8-4(1-7-6)5(6)8/h3-5,7H,1-2H2	InChI=1S/C6H8N2O/c9-3-6-2-8-4(1-7-6)5(6)8/h3-5,7H,1-2H2/t4-,5-,6+,8?/m0/s1",O=CC12CN3C(CN1)C32,train
dsgdb9nsd_048886,16,gdb,48886,3.37761,1.59622,1.32704,2.7374,67.68,-0.2436,-0.0425,0.201,953.6417,0.124757,-437.836782,-437.829738,-437.828794,-437.868513,27.167,O=CC12CN3C(CO1)C23,"InChI=1S/C6H7NO2/c8-3-6-2-7-4(1-9-6)5(6)7/h3-5H,1-2H2	InChI=1S/C6H7NO2/c8-3-6-2-7-4(1-9-6)5(6)7/h3-5H,1-2H2/t4-,5-,6+,7?/m0/s1",O=CC12CN3C(CO1)C32,train
dsgdb9nsd_048890,19,gdb,48890,3.49138,1.40422,1.32624,2.9736,79.85,-0.2443,-0.0215,0.2228,1026.5123,0.161193,-385.869361,-385.862317,-385.861373,-385.900948,28.594,O=CC12CC3C(CC13)C2,"InChI=1S/C8H10O/c9-4-8-2-5-1-7(8)6(5)3-8/h4-7H,1-3H2	InChI=1S/C8H10O/c9-4-8-2-5-1-7(8)6(5)3-8/h4-7H,1-3H2/t5-,6+,7-,8+/m0/s1",O=CC12CC3CC1C3C2,test
dsgdb9nsd_048891,17,gdb,48891,3.47095,1.48506,1.399,2.9357,72.41,-0.2544,-0.0362,0.2182,967.8387,0.136473,-421.789053,-421.782106,-421.781162,-421.820805,27.507,O=CC12CC3C(CC13)O2,"InChI=1S/C7H8O2/c8-3-7-2-4-5(7)1-6(4)9-7/h3-6H,1-2H2	InChI=1S/C7H8O2/c8-3-7-2-4-5(7)1-6(4)9-7/h3-6H,1-2H2/t4-,5-,6+,7-/m0/s1",O=CC12CC3C(CC31)O2,test
dsgdb9nsd_048896,16,gdb,48896,3.75888,1.4255,1.36746,3.8363,70.37,-0.2474,-0.0328,0.2146,961.4553,0.125315,-437.830487,-437.823777,-437.822832,-437.861751,26.651,O=CC12CC3NC1C3O2,"InChI=1S/C6H7NO2/c8-2-6-1-3-4(9-6)5(6)7-3/h2-5,7H,1H2	InChI=1S/C6H7NO2/c8-2-6-1-3-4(9-6)5(6)7-3/h2-5,7H,1H2/t3-,4+,5-,6+/m0/s1",O=CC12CC3NC1C3O2,train
dsgdb9nsd_048899,18,gdb,48899,3.62072,1.40461,1.33233,2.7456,76.28,-0.2328,-0.0286,0.2041,1005.8594,0.149517,-401.902507,-401.895549,-401.894605,-401.934085,27.825,O=CC12CN3C(CC13)C2,"InChI=1S/C7H9NO/c9-4-7-2-5-1-6(7)8(5)3-7/h4-6H,1-3H2	InChI=1S/C7H9NO/c9-4-7-2-5-1-6(7)8(5)3-7/h4-6H,1-3H2/t5-,6+,7+/m0/s1",O=CC12CC3CC1N3C2,train
dsgdb9nsd_048901,14,gdb,48901,3.04384,1.49105,1.1463,1.2168,67.64,-0.2508,-0.0542,0.1966,1016.0456,0.099698,-436.595699,-436.588507,-436.587563,-436.627831,26.708,O=CC12CN3C1C(=O)C23,"InChI=1S/C6H5NO2/c8-2-6-1-7-4(6)3(9)5(6)7/h2,4-5H,1H2	InChI=1S/C6H5NO2/c8-2-6-1-7-4(6)3(9)5(6)7/h2,4-5H,1H2/t4-,5+,6+",O=CC12CN3C1C(=O)C32,train
